Wed Nov 30 03:40:08 2022    output.dat

         3241988 function calls (3236178 primitive calls) in 47.179 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       96    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1598(_has)
       95    0.000    0.000    0.005    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1396(has_metadata)
       95    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:203(<genexpr>)
       94    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       94    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       94    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4890(<genexpr>)
       89    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
    87/79    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3576(__str__)
       87    0.000    0.000    0.000    0.000 {method 'contains' of 'pygame.Rect' objects}
       84    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
       83    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1821(__add__)
       82    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:653(__iter__)
       82    0.000    0.000    0.025    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:3268(<genexpr>)
       82    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
       81    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:907(_added_new)
       81    0.000    0.000    0.019    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2185(_handle_ns)
       81    0.000    0.000    0.016    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2288(fixup_namespace_packages)
       81    0.000    0.000    0.025    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2774(activate)
       81    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2891(<listcomp>)
       81    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2865(insert_on)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
    79/62    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:461(_get_literal_prefix)
       78    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\linecache.py:26(getline)
       78    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\linecache.py:36(getlines)
       78    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\linecache.py:147(lazycache)
       78    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2052(leaveWhitespace)
       78    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\traceback.py:259(__init__)
       78    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    77/62    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3434(__str__)
       76    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1351(preParse)
       73    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
     69/2    0.000    0.000    0.191    0.095 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
       69    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
       67    0.000    0.000    0.035    0.001 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\re.py:249(compile)
       67    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       66    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       65    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
       64    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\enum.py:986(__and__)
       63    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:536(_compile_info)
       63    0.000    0.000    0.010    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:598(_code)
       63    0.000    0.000    0.034    0.001 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:759(compile)
       63    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:76(__init__)
       63    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:224(__init__)
       63    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:921(fix_flags)
       63    0.000    0.000    0.023    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:937(parse)
       63    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       61    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3292(<listcomp>)
    61/11    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       60    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2385(yield_lines)
       60    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       60    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       59    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
     57/2    0.000    0.000    0.192    0.096 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       55    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
    55/38    0.000    0.000    0.038    0.001 <frozen importlib._bootstrap>:564(module_from_spec)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       55    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       55    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1390(_get_spec)
       55    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1422(find_spec)
       55    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
    54/10    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3762(streamline)
     53/2    0.000    0.000    0.192    0.096 <frozen importlib._bootstrap>:664(_load_unlocked)
       53    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:267(getuntil)
       52    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2826(__str__)
       50    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       50    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
       50    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_adapters.py:11(__init__)
       50    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_adapters.py:15(__getattr__)
       50    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_adapters.py:24(__init__)
       50    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_adapters.py:78(wrap_spec)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
       49    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
       49    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
       49    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\__init__.py:108(import_module)
       49    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:94(join_parsed_parts)
       49    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:613(_make_child)
       49    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:629(__fspath__)
       49    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:863(parent)
       49    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_common.py:55(resolve)
       49    0.000    0.000    0.004    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_common.py:60(get_package)
       49    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\readers.py:12(__init__)
       49    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       48    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\contextlib.py:420(__init__)
       48    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\contextlib.py:423(__enter__)
       48    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\contextlib.py:426(__exit__)
       48    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:843(joinpath)
       48    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:691(_parse_single_element_data)
       48    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:718(_load_prototype)
       48    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_common.py:25(normalize_path)
       48    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\_common.py:38(get_resource_reader)
       48    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1948(__or__)
       48    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3540(__init__)
     48/1    0.000    0.000   47.181   47.181 {built-in method builtins.exec}
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       47    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
     47/2    0.000    0.000    0.192    0.096 <frozen importlib._bootstrap_external>:877(exec_module)
       47    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:950(get_code)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       47    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       47    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:970(__enter__)
       47    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\pathlib.py:973(__exit__)
       47    0.000    0.000    0.010    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\resources.py:107(path)
       47    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\resources.py:129(_path_from_reader)
       47    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\resources.py:135(_path_from_resource_path)
       47    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\importlib\readers.py:15(resource_path)
       47    0.008    0.000    0.008    0.000 {built-in method io.open_code}
       47    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       47    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
       46    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:492(_get_charset_prefix)
       46    0.000    0.000    0.014    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:119(check_need_to_reload)
       45    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1190(setName)
       44    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame\sprite.py:361(__init__)
       43    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame\sprite.py:638(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\ntpath.py:44(normcase)
       42    0.000    0.000    0.000    0.000 c:\Users\gusta\Documents\GitHub\war-es2-22-2\classes\Territory.py:4(__init__)
       42    0.000    0.000    0.072    0.002 c:\Users\gusta\Documents\GitHub\war-es2-22-2\classes\Piece.py:9(__init__)
       42    0.001    0.000    0.068    0.002 c:\Users\gusta\Documents\GitHub\war-es2-22-2\classes\Piece.py:23(loadImageGorup)
       42    0.000    0.000    0.000    0.000 c:\Users\gusta\Documents\GitHub\war-es2-22-2\classes\Dealer.py:30(<lambda>)
       42    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2551(is_version_line)
       41    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:209(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2367(_is_unpacked_egg)
       40    0.000    0.000    0.000    0.000 {built-in method pygame.transform.flip}
       38    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:413(<listcomp>)
       38    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:411(_mk_bitmap)
       38    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4230(__init__)
       38    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
    36/11    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3743(leaveWhitespace)
       36    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3781(__str__)
       36    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       35    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:258(getwhile)
       35    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2742(__str__)
       34    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:773(_load_element_misc_data_from_theme)
       34    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:956(_load_colour_or_gradient_from_theme)
       33    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\utility.py:237(premul_col)
       33    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
       32    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\ntpath.py:463(normpath)
       32    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       31    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\codecs.py:319(decode)
       31    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       29    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:411(__getitem__)
       29    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       29    0.000    0.000    0.000    0.000 {built-in method pygame.draw.circle}
       28    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
       28    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3997(__init__)
       28    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
       27    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\linecache.py:52(checkcache)
       26    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\layered_gui_group.py:98(groups)
       26    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1047(extract_stack)
       26    0.000    0.000    0.014    0.001 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2779(__init__)
       26    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\traceback.py:216(extract_stack)
       26    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\traceback.py:288(__getitem__)
       26    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\traceback.py:338(extract)
       26    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       25    0.000    0.000    0.003    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1250(setParseAction)
       24    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1564(_parents)
    24/10    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3737(parseImpl)
    23/10    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3547(parseImpl)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\inspect.py:606(getmro)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:581(get_colour_or_gradient)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2352(_is_egg_path)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2359(_is_zip_egg)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:3143(_always_object)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:3153(_find_adapter)
       22    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2813(parseImpl)
     22/3    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3397(parseImpl)
       21    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2707(parseImpl)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       21    0.001    0.000    0.001    0.000 {built-in method pygame.transform.smoothscale}
       20    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\threading.py:236(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_element.py:275(get_abs_rect)
       20    0.000    0.000    0.069    0.003 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:596(add_entry)
       20    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1962(find_distributions)
       20    0.001    0.000    0.001    0.000 {built-in method io.open}
       19    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4017(__str__)
    19/10    0.000    0.000    0.075    0.008 {built-in method builtins.__import__}
       19    0.000    0.000    0.000    0.000 {method 'colliderect' of 'pygame.Rect' objects}
     18/5    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:372(_get_next_id_node)
       18    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_appearance_theme.py:541(get_misc_data)
       18    0.000    0.000    0.030    0.002 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2006(_by_version_descending)
       18    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:2102(safe_listdir)
       18    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:663(__iadd__)
       18    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       18    0.000    0.000    0.003    0.000 {built-in method builtins.next}
       17    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\warnings.py:181(_add_filter)
       17    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\copyreg.py:109(_slotnames)
       17    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\ui_element.py:1009(_check_misc_theme_data_changed)
       17    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2431(parseImpl)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:565(_find_module_shim)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1507(find_loader)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\warnings.py:165(simplefilter)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\warnings.py:437(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\warnings.py:458(__enter__)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\warnings.py:477(__exit__)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:432(_generate_overlap_table)
       16    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1403(get_metadata)
       16    0.000    0.000    0.002    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1416(get_metadata_lines)
       16    0.000    0.000    0.001    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\__init__.py:1610(_get)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1069(wrapper)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1204(setResultsName)
       16    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2751(charsAsStr)
       16    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\gusta\AppData\Local\Programs\Python\Python310\lib\site-packages\pygame_gui\core\layered_gui_group.py:117(_set_visible)
